"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","ForagerMaxProp","miteimmtype","totalimmmites","pctresistimmmites","InitColNectar","InitColPollen","RQQueenStrength","drnadultinfest","drnbroodinfest","drnmiteoffspring","wkradultinfest","wkrbroodinfest","wkrmiteoffspring","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliar_appdate","foliar_begin","foliar_end","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end","soilp.1","soilp.2"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.53510151337832,3.04958445671946,93.1802368257195,70.778786833398,14.3747399561107,0.420481077861041,"Sine",754.767098696902,32.6924654189497,4998.83684073575,2085.92253855895,4.94153703190386,8.22818121872842,6.46459985757247,1.47457120474428,8.83376296143979,2.19879983458668,2.20851162681356,"true","true",1.14786109514534,0.707299548262963,3.81494791596197,79.6450151942398,2.32920250296593,24.3839495855181,89482.7987805717,17190.9984795144,27.0073012738256,27.0073012738256,1.38467251788825,0.650335941463709,2.77091376297176,22.5310461362824,3.07295750733465,7.51929958350956,6.00939212208614,97.1953570283949,7.18949455048423,60.2811385923997,1.61169468588196,42.8859294950962,23.2868091338314,26.851588876918,9.33407624159008,79.2296775477007,"07/01/1989","07/01/1989","07/31/1989",1.38852717028931,0.00306288891448639,6.35455357749015,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.38852717028931,1.38852717028931
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.8580451561138,1.50319948699325,75.0114295398816,34.9664409877732,9.20295182429254,0.689702712697908,"Polynomial",444.012296618894,95.4719681991264,3015.59940110892,2391.55690211337,4.6847650911659,0.249768088106066,8.48418280715123,3.78557272139005,9.09081710502505,7.02638651710004,3.19683473207988,"true","true",5.86461798101664,0.703424045370193,5.44793131365441,41.222910625397,6.95128044858575,90.3510903058713,44574.7684466089,34360.9408485508,29.1596733881859,29.1596733881859,1.4450366627425,79.3129748431966,4.22119716648012,70.4829185502604,0.323418755549937,9.97919321525842,7.36291133314371,28.1328202039003,9.13558897222392,171.695076958276,1.23751141643152,51.540227457881,16.3347225100733,46.2745684543625,7.17724421620369,86.4652885589749,"07/01/1989","07/01/1989","07/31/1989",1.87639671261422,0.0153020107527263,6.34873864683323,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.87639671261422,1.87639671261422
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.32644330710173,4.14668496791273,30.6802483042702,3.63463978283107,14.127329101786,0.31568877841346,"Exponential",631.42167031765,41.4644831325859,3387.64859919902,1937.30505635031,1.88581571821123,9.29681395646185,6.4437464880757,1.05375872226432,0.692168995738029,5.8737134677358,2.05088529735804,"true","true",4.63882422633469,0.830504822532879,8.80072937672958,46.8877969017636,6.93485039100051,92.4166484982064,41466.9693074533,92809.5453024763,29.8138291722629,29.8138291722629,1.17076099105179,43.5719735454768,1.61973151238635,104.32758500101,1.52671296475455,106.960585468914,4.71305830990896,81.4407592266798,4.89040651028045,145.606293072924,0.132988701341674,79.8026770725846,10.9840197460726,15.7717726994306,12.368523625657,82.3469182546251,"07/01/1989","07/01/1989","07/31/1989",1.81087281159125,0.00736988395219669,4.16858525760472,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.81087281159125,1.81087281159125
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.20791325345635,2.40496848896146,16.8674476910383,28.3476003445685,4.05354851763695,0.666135028935969,"Logarithmic",83.1169090233743,81.0565537074581,4329.41634654999,4126.59045413602,4.56828077603132,5.14778573764488,3.76374572748318,4.19505971251056,2.22196463495493,6.73922389280051,1.26718876883388,"true","true",4.01448724605143,0.744581236585276,6.64565185690299,55.019501996459,7.96351054124534,92.6271922334211,88220.9714639594,67963.6819667979,9.11534789758734,9.11534789758734,2.95426054671407,23.0915615335107,5.00904536945745,109.035031101666,2.31041634455323,28.8462888915092,2.51104586506262,74.2081722989678,9.02866321562324,28.8147381553426,0.938622171990573,69.1774421744049,9.12486103689298,11.2898673675954,13.3512277379632,46.4178400998935,"07/01/1989","07/01/1989","07/31/1989",1.05372385308146,0.00180066193826497,5.74868980562314,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.05372385308146,1.05372385308146
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.28803497552872,3.00496072974056,7.80033830087632,86.5031422581524,15.4024430057034,0.907614734489471,"Sine",207.478715805337,95.3609247691929,1334.14700003341,2745.1491611544,1.45701221749187,8.73976751929149,7.84721370320767,4.34524346492253,5.08263972587883,6.10002373810858,4.25775336334482,"true","true",7.92745583504438,0.862752116107848,3.69720383733511,34.1201459631512,1.5337377525866,15.307510097306,32770.9953707272,21004.7397656648,28.2579732776154,28.2579732776154,2.37964841350913,36.9243394583464,3.95238381391391,87.8078477689996,4.33976021083072,41.257249948103,5.77201631413773,84.7553369402885,4.40478530856781,153.163737202995,1.58214634330943,56.5927091985941,21.2203731900081,19.3191225426272,8.89261183142662,38.5448675695807,"07/01/1989","07/01/1989","07/31/1989",1.74018828291446,0.016694923506584,5.5696511992719,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.74018828291446,1.74018828291446
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.32214565109462,4.36559954844415,1.82837846223265,89.579988643527,6.45288392156363,0.861608814913779,"Logarithmic",65.9540051128715,22.5781753892079,600.685960357077,2951.6985937953,2.08150609396398,3.0279074748978,0.527915428392589,0.372859411872923,9.22136631095782,5.41675234213471,0.31384757370688,"true","true",8.43298483453691,0.836682103148894,6.24817829742096,39.5299677257617,8.87427664734423,80.8711678919613,8238.46515530792,7583.38160888036,23.3811947277281,23.3811947277281,2.89115286059678,38.178175361827,1.13490553060547,75.9043509140611,2.32292905496433,7.61144799180329,3.5993766438216,69.8177941329777,9.14900025702082,39.8690521484241,1.64741944265552,25.3354215249419,19.5318106119521,30.5925522213802,13.309348472394,39.6566938911565,"07/01/1989","07/01/1989","07/31/1989",1.82532928138971,0.0152875679752324,5.87234693556093,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.82532928138971,1.82532928138971
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.21069443225861,2.97446251101792,10.1887255441397,33.0042319372296,7.78265938162804,0.635504652746022,"Sine",536.043965024874,5.26921839918941,2946.72794952057,3851.93241590168,2.47299695760012,8.55269924271852,8.72587844729424,1.11109824618325,5.93448536703363,7.2672523977235,4.27957912674174,"true","true",4.8831950686872,0.666616358594503,9.72831731592305,40.3580564836937,5.26571225188673,65.7732085660563,42505.5076819144,49480.4252453409,21.8359896791168,21.8359896791168,2.19119256455451,96.6566009446979,3.1622697673738,87.4319312162697,1.69921186426654,142.283371347003,3.00400969274342,59.0439538657665,7.19154218293261,70.2820000331849,0.951081755105406,74.3518784269691,29.0363422404043,11.345460228622,13.5001018941402,34.523829347454,"07/01/1989","07/01/1989","07/31/1989",1.48938506795093,0.0063069773146417,1.62505170842633,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.48938506795093,1.48938506795093
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.90168066415936,2.29690997861326,73.9301559049636,75.1398951979354,4.87892728857696,0.528553836978972,"Sine",649.913563393056,4.54364991746843,5720.35778283607,4716.69043388683,2.21454540919513,2.3019429272972,5.89815236628056,0.80544077558443,4.61439741542563,5.91608289629221,0.235357178607956,"true","true",7.31393724307418,0.312532798562199,3.86401851917617,92.0151425410169,8.45888619683683,94.7092952989761,99405.8650813948,33055.2112510279,34.9965386737138,34.9965386737138,3.55772245302796,63.0002053687349,1.43612049613148,27.6151446858421,4.63007531873882,112.355579633731,5.4085896464996,28.1069872528315,6.81300021405332,141.870393794961,0.37213115603663,34.474231004715,7.7657229648903,17.0290719261393,7.87249071057886,40.7130928453989,"07/01/1989","07/01/1989","07/31/1989",1.03216036758386,0.00530105753894895,8.18216117308475,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.03216036758386,1.03216036758386
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.67857785709202,4.71068354137242,49.4230950949714,38.9803127152845,5.74782397598028,0.208000511629507,"Polynomial",841.177084017545,82.3368731187657,2747.4896132946,6448.6364584649,3.0025033056736,3.8997893081978,4.0446523251012,4.07295338460244,8.7069891882129,8.34579544374719,1.57747292309068,"true","true",6.63528051972389,0.124629387539811,7.16237613582052,46.1654196495055,3.31764543242753,29.5360521957693,4363.9154348964,88953.7445357544,26.5076335597085,26.5076335597085,0.229358354583383,97.5515998434275,4.54070155369118,31.6632143338211,3.72275439882651,132.739377825055,4.8117985136807,50.6520875170827,3.40132663466502,117.261641277,1.59203300345689,69.6393450349569,4.4929573670961,32.7240144945681,4.04506666027009,33.9949471247382,"07/01/1989","07/01/1989","07/31/1989",1.7970654242672,0.0151755783664994,2.48363854875788,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.7970654242672,1.7970654242672
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.96042453870177,3.48881563358009,23.4930405160412,16.6196360019967,12.4427463673055,0.127807994838804,"Sine",47.9572978802025,5.58333462104201,3338.05500131566,4025.85669329856,3.5060421237722,2.54285704344511,9.27352207712829,1.59763735951856,7.37721024546772,2.36645119264722,3.05459237075411,"true","true",6.20315808989108,0.33875914120907,7.86726387101226,11.2616638468183,7.45508503355086,49.9134613717827,15877.9116883328,48730.5029831245,27.5422846684232,27.5422846684232,2.86266594938934,49.0554538089782,0.539414049591869,134.813614783343,3.54747394518927,29.1799267753959,7.22571883006021,21.1033073440194,2.75592509834096,156.22985846363,0.899144172202796,45.6544964015484,11.8602782427333,18.9087997796014,14.477232163772,79.1575586795807,"07/01/1989","07/01/1989","07/31/1989",1.56982538802549,0.00957320872228593,9.54829562548548,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.56982538802549,1.56982538802549
