"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","ForagerMaxProp","miteimmtype","totalimmmites","pctresistimmmites","InitColNectar","InitColPollen","RQQueenStrength","drnadultinfest","drnbroodinfest","drnmiteoffspring","wkradultinfest","wkrbroodinfest","wkrmiteoffspring","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliar_appdate","foliar_begin","foliar_end","seedenable","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.96915138326585,1.6488468311727,17.2611354850233,25.0055409036577,15.8976796269417,0.719352899352089,"Sine",693.847159389406,39.2547137569636,5959.14114576299,856.237328797579,3.02701590955257,8.07491306914017,7.04831080278382,4.5988121337723,6.3707095105201,7.80564078595489,1.62683839909732,"true","true",1.42024380341172,0.35338146296679,5.70735016698018,71.7158744125841,1.80689444579184,43.5900457932877,68952.0896959531,11110.0269326593,32.2590997151332,8.32509530196758,32.2590997151332,3.02655697613955,2.5409584864974,4.39534187363461,14.0474934596568,1.78203204553574,45.626640797127,5.34275014074519,37.6007474027574,5.72199479325209,85.2466253284365,0.920918949879706,23.5746940784156,8.6600283109583,8.27113118767738,9.13963636662811,70.15551088145,"07/01/1989","07/01/1989","07/31/1989","true",1.2448082419578,0.0186504111459944,6.84223048202693,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.98785190004855,4.36594608519226,56.4619076671079,37.4596922192723,12.2886767331511,0.844298718264326,"Sine",763.081275159493,40.5877593904734,2762.58434008341,3831.33757526521,1.79423551540822,8.9940091711469,8.29061587806791,1.19218612788245,7.22518736729398,4.27001666044816,0.646309800213203,"true","true",5.51065247505903,0.220676951000001,5.43118207505904,72.1491266502682,5.79741753451526,55.3736895100698,65875.1853174758,97847.3916078804,31.0337390661007,7.76384694652516,31.0337390661007,3.13542580790818,60.3798184776679,4.42474077036604,2.07987570902333,1.14914493681863,27.30516360607,3.26806937186047,71.244987193495,5.06399173610844,51.936357319355,1.73977517592721,67.1285033971071,13.9585169265047,31.3070213226601,13.7206280287355,78.4047285839915,"07/01/1989","07/01/1989","07/31/1989","true",1.04281218349934,0.0181697408410255,1.43425709940493,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.46456311829388,3.28565828222781,1.98879584204406,68.5255042510107,7.11039102263749,0.0849621875677258,"Cosine",451.3138262555,69.5645544910803,5365.9642185783,1050.5811041221,1.41142098326236,5.99834582768381,9.52361478004605,3.82634230772965,8.36220319615677,2.43933737510815,3.99839124758728,"true","true",2.65549678169191,0.584721921514021,2.40779392980039,69.9446363330234,8.57221995852888,3.58180705720233,81386.8723330736,90003.0658043334,1.20867432046216,2.3459425059692,1.20867432046216,3.50132480356842,58.2666681613773,4.01577032497153,142.646410153247,0.733360435813665,117.049121204764,6.50367245199159,61.1726159602404,3.49215622080956,144.14122633636,1.28880662075244,23.7963769957423,4.07686793571338,7.68533240444958,6.79224670678377,67.7956172684208,"07/01/1989","07/01/1989","07/31/1989","true",1.73926666611806,0.0166267284040805,2.25038455845788,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.02603161428124,2.15579219255596,64.511660230346,76.8407266354188,4.27039574831724,0.912744446890429,"Exponential",219.564592698589,55.227912706323,6030.72364784312,1150.68602936808,2.86131948791444,7.17274594120681,0.0288549810647964,0.46490311040543,3.93938259920105,1.39373926445842,0.957159247482195,"true","true",5.47307082638144,0.782254313758574,1.24250983051024,59.9087438368145,2.180085927248,42.4687572924348,5475.75645564532,63420.1923400366,32.796820151899,1.62009147537313,32.796820151899,3.50321415252984,15.4533526394516,1.42929322784767,86.7000797996297,1.71229409705848,57.8619075240567,4.04282994270325,98.3083642274141,2.59474610367324,168.478087978438,2.8470433994662,78.0000835470855,27.1457632514648,5.07135966047645,14.1268682787195,61.2349221576005,"07/01/1989","07/01/1989","07/31/1989","true",1.09702110756189,0.00635292778653093,8.17061307304539,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.66523695643991,3.39505275804549,4.73064691759646,85.9425737056881,15.3614013409242,0.196375357918441,"Tangent",702.676870860159,59.1036073165014,3977.25733499974,1778.18523233291,1.66932105831802,0.576209684368223,7.54542312584817,4.36616195249371,8.9241183642298,8.90661306446418,1.85395710752346,"true","true",7.0311991982162,0.218509294758085,7.09255535178818,94.999272651447,5.8518646247685,23.5630374344471,79915.7345495483,29262.954220959,12.5046420992352,7.59982240654621,12.5046420992352,3.40218728780746,10.9370674239472,2.76197029603645,16.707359009888,1.86202636454254,83.0665762186982,3.75114698503166,61.1480850726366,6.17355506417807,76.7004933068529,1.03024452296086,86.0986795276403,18.1310162274167,9.71487674769014,8.59830981399864,56.1969966557808,"07/01/1989","07/01/1989","07/31/1989","true",1.22089535882697,0.00784436546103097,4.21915467921644,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.40214568190277,3.84057863429189,49.6312240604311,75.5698800319806,11.8290995359421,0.517584885470569,"Logarithmic",161.148322513327,85.3259828407317,6119.82935704291,608.024441194721,1.9178408710286,9.14484152104706,1.66208275593817,2.29703388176858,9.21336022671312,4.26226846175268,4.45823005284183,"true","true",2.76333906501532,0.299465636016568,4.34017488756217,12.0640643540411,1.33360196463764,16.6762787062598,6373.97389208806,60064.8085168949,31.6622464701766,5.8029766981632,31.6622464701766,2.54918808303773,44.4833780871704,2.31243476690724,6.65265741990879,2.01518723554909,106.119578587823,3.36690090764314,22.5717788003385,9.15212091435678,63.4148829104379,2.809098752914,58.2032711803913,22.5792399640195,30.7886781264096,14.2466559875757,31.8435477931052,"07/01/1989","07/01/1989","07/31/1989","true",1.07144422479905,0.00213330787140876,2.57501571648754,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.78123004920781,1.70908888056874,92.174036311917,57.4417835101485,8.70023921318352,0.00474471971392632,"Sine",493.37031878531,89.0135930618271,993.792330101132,6303.85686410591,3.85545991547406,6.18953965371475,3.03692442830652,3.56047799112275,7.29948217049241,6.00893223658204,1.14673574455082,"true","true",2.47926258482039,0.549491053923964,1.46360183227807,69.533826090696,3.65546193160117,6.4142940835231,99342.6453979527,64690.8320794767,7.89378011517692,2.85037771484209,7.89378011517692,3.85389734059572,72.5648707710207,2.90159949241206,0.273533526342362,0.537680637091398,60.9262460377067,5.05963250603527,59.534480124712,3.50305608422495,133.93938772846,2.36170501937158,56.9973896816373,23.2747208215296,18.7359690964222,15.8495814697817,49.0018240152858,"07/01/1989","07/01/1989","07/31/1989","true",1.71184158045799,0.00539040447841398,7.67115047294647,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.16441304981709,2.6011406024918,47.4710531765595,97.8025870164856,4.8221989646554,0.735625496832654,"Tangent",81.1611353419721,46.882606530562,3523.56589504052,3396.4789332822,4.01536496262997,4.08617603126913,0.954466254916042,1.57362332800403,9.93894106708467,7.03782971948385,3.29584521241486,"true","true",4.74480196461082,0.504715075928951,1.35239221621305,12.244925948191,6.64837919920683,58.0102953971631,5301.95033003267,26658.2890260036,16.463251196593,3.4965785191406,16.463251196593,2.56605593580753,71.0723443655297,3.58425851957873,76.1934065376408,0.435426434967667,52.5742892757989,6.39791983766481,23.8636030629277,4.66809679404832,175.058419834822,1.68377565639094,31.0391466505826,17.997177910991,24.1597407441586,11.0693860501051,52.1857470343821,"07/01/1989","07/01/1989","07/31/1989","true",1.85055734496564,0.0198617977120448,3.19250097824261,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.58255625702441,2.87269845698029,25.9468566859141,87.0455587981269,9.00624990835786,0.505920191295445,"Sine",720.076935132965,31.6090713953599,3759.02518304065,1513.5187137872,2.92198670003563,1.24481371836737,3.89061532681808,3.70946158538572,4.12366623058915,8.64405238069594,0.0725153007078916,"true","true",2.86034263670444,0.566247511322377,9.39687871560454,14.8066914084677,3.28455401398242,7.64511005300703,73087.8800290331,21107.2760286224,31.5018443856388,5.56260269326973,31.5018443856388,2.10905961319804,63.69825724978,2.91435400536284,48.6922369105741,3.40342454938218,7.06238164566457,6.34116917178035,80.2042064629495,2.2046985792229,32.2506962250918,1.91515983268619,38.4693949297071,14.4320918209851,41.4487374387681,4.5136780096218,65.1424782373942,"07/01/1989","07/01/1989","07/31/1989","true",1.16282388032414,0.0118826529101934,7.02474216348492,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.3478199839592,1.32630246598274,69.3855948280543,57.24661371205,13.8501348840073,0.259537207894027,"Exponential",272.984630893916,1.31132246460766,1665.96654613968,5662.76315301657,2.92544256616384,0.589068962726742,7.01850391225889,0.753297574119642,0.247619841247797,4.69413821585476,1.26096652937122,"true","true",5.97819417528808,0.163620133417193,3.19934319495223,48.7222878455629,8.72224596887827,74.6790677627162,49606.702021267,19808.6308146648,24.8596227048431,2.37145224678982,24.8596227048431,0.391107457689941,54.3736799387261,0.602833366021514,84.4285349710844,2.66212761634961,58.0748155480251,5.76098389532417,28.2343547791243,8.92563088035677,151.546183279715,2.02612140937708,94.832704551518,15.7720746602863,37.6386578967795,11.5633623851463,67.7138296561316,"07/01/1989","07/01/1989","07/31/1989","true",1.39255712158047,0.00329732313076966,1.44123757979833,"07/01/1989","07/31/1989","07/01/1989","07/31/1989"
