"","weather_file","sim_start","sim_end","queenstrength","wkrdrnratio","drnmitesurvive","wkrmitesurvive","fgrlifespan","ForagerMaxProp","miteimmtype","totalimmmites","pctresistimmmites","InitColNectar","InitColPollen","RQQueenStrength","drnadultinfest","drnbroodinfest","drnmiteoffspring","wkradultinfest","wkrbroodinfest","wkrmiteoffspring","rqenable","rqscheduled","adslope","adLD50","adslopec","adLD50c","lslope","lLD50","kow","koc","halflife","apprate","halflife.1","cl4pollen","cl4nectar","cl5pollen","cl5nectar","cldpollen","cldnectar","ca13pollen","ca13nectar","ca410pollen","ca410nectar","ca1120pollen","ca1120nectar","ptrips","ntrips","pload","nload","foliarenable","foliar_appdate","foliar_begin","foliar_end","soilp","soilfoc","seedconc","soil_begin","soil_end","seed_begin","seed_end","soilp.1","soilp.2"
"1","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.76319857686758,1.56644712109119,18.7257265206426,68.4561354108155,12.4695362737402,0.347101154737175,"Cosine",600.1272930298,55.4101746063679,6258.6446267087,668.025271152146,2.49305148050189,0.722705957014114,9.36729238601401,0.0744807464070618,5.64648872008547,3.77679824829102,4.51098319725133,"true","true",6.07964154519141,0.719347230872605,4.72167030791752,63.3283223845789,3.33807285875082,53.0324511139274,12039.536372464,32087.0138634259,24.4912019783165,0.902149748922791,24.4912019783165,3.59906087536365,95.1617169892415,1.56936533655971,79.399440670386,0.473906592931598,73.6234882380813,4.22891983836889,82.1098861470819,6.2548760398291,170.586190144531,2.50851520174183,85.5056874640286,24.2967153494246,41.3778403084725,12.2450210489333,33.9743208768778,"true","07/01/1989","07/01/1989","07/31/1989",1.5826070823241,0.00680704890843481,9.7555722957477,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.5826070823241,1.5826070823241
"2","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.52145840320736,2.65789291728288,33.9385636616498,8.72422999236733,7.2879841607064,0.429687145864591,"Polynomial",542.987872846425,48.6100289272144,4090.92974446248,3300.07032202557,1.93038382846862,9.59995843935758,0.113331931643188,1.3007762178313,4.4305076636374,4.01409695390612,2.12460430455394,"true","true",8.41911779344082,0.734897075951332,4.50834569218569,16.5508892265749,5.9485929813236,36.7989977797309,17118.5311855104,26782.9141768948,25.9802496715682,2.62501439521625,25.9802496715682,3.98566411156207,44.8313973145559,5.64653552183881,85.6652389629744,0.184052206110209,81.4962892443873,6.75481487791985,32.4145223014057,6.9552711707307,54.4980015000328,1.23621041025035,64.9634381011128,23.1505681327544,28.1523852879182,7.11710128095001,80.6415591901168,"true","07/01/1989","07/01/1989","07/31/1989",1.62599740200676,0.00232155411178246,5.17353497166187,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.62599740200676,1.62599740200676
"3","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.16417839378119,2.05638777278364,38.444030075334,17.5088664516807,4.89525872003287,0.633949825074524,"Sine",568.079145858064,8.97333603352308,4937.29954196606,3948.62815709785,2.00692057143897,8.40585741214454,7.37879489548504,2.30696580838412,5.06185308098793,0.356754756066948,1.02908632718027,"true","true",3.65406882576644,0.657231015905738,4.56967358617112,21.3613278323382,6.47622603550553,97.9167341898382,19175.2040325638,13875.5930243302,31.2627682124963,0.132810701469192,31.2627682124963,0.449526263400912,1.51296777185053,2.05314054759219,75.3529260051437,2.3355269129388,72.3241426516324,3.79223246201873,94.3284424580634,5.19441351790447,32.8946617944166,2.52197695453651,74.9537601880729,4.42754235817119,13.9329942418262,6.23795042745769,45.4864814109169,"true","07/01/1989","07/01/1989","07/31/1989",1.83098272513598,0.0113164211050607,5.51146736554801,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.83098272513598,1.83098272513598
"4","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.28447860851884,1.36857881397009,59.7176233772188,60.6464635115117,4.2132239965722,0.365652184467763,"Exponential",97.8571847081184,19.1544861532748,6577.50977557153,5857.33285166789,2.62327382806689,4.72256365697831,4.55732675502077,3.45363475847989,7.15429351432249,9.84124991577119,2.8063098853454,"true","true",8.31514930911362,0.974175544041209,3.0670591252856,71.0886563512431,1.63541136682034,88.4860920308919,82565.8951159315,54859.0973732977,4.18839433668181,2.47752581983316,4.18839433668181,1.24316766206175,21.7479469720274,1.40614512562752,141.214680264238,1.29403253830969,86.0000884160399,5.94305650405586,86.5769732370973,2.34456580351107,119.188159191981,2.83618431491777,96.1159678734839,21.0435765655711,8.09340719599277,7.11496655270457,73.0294114490971,"true","07/01/1989","07/01/1989","07/31/1989",1.36843040119857,0.0148716408910695,8.86953640310094,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.36843040119857,1.36843040119857
"5","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.14796710852534,1.58931106422096,19.9180781841278,68.6210254440084,7.97989823948592,0.372213264694437,"Logarithmic",434.384581865743,56.6672404762357,3251.61217155401,2142.55381536204,3.24930272251368,2.22446693805978,6.76333045586944,1.89730283454992,5.97039393847808,5.09838308906183,4.76875919965096,"true","true",2.44701737910509,0.260452718217857,7.30137634370476,2.93002600440034,6.97102292627096,64.6789147854385,58739.7362154792,40868.8220172545,32.2210205592914,5.14024476700579,32.2210205592914,0.220488172955811,31.2443304806948,1.62789852591231,84.6243173349649,2.58517449349165,12.4049406498671,7.28351705782115,58.0327108129859,3.2615363813471,120.28728377074,0.691281222738326,44.2534328624606,28.5628461153246,47.1916668023914,8.66028762608767,40.0462488131598,"true","07/01/1989","07/01/1989","07/31/1989",1.21653529210016,0.00800261468440294,6.63623126829043,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.21653529210016,1.21653529210016
"6","w93193-tempadj.dvf","01/01/1988","12/31/1990",3.45874964259565,3.49844047706574,51.2718012556434,12.0609272271395,10.3085518954322,0.471969860140234,"Tangent",440.494584850967,67.2485451912507,3959.95556684211,6822.1338157542,4.62041503936052,8.12906798673794,9.72963819745928,2.31936113676056,1.34822093183175,4.32687594788149,4.03564428910613,"true","true",2.25066785514355,0.0821996985811275,3.35024595051073,39.2934995122291,1.73700032010674,39.6221813125301,4226.34392382488,31948.308420164,27.1206879711943,4.40128647946613,27.1206879711943,1.72475469205528,39.0062657883391,0.883843671530485,13.5960208252072,3.27737266849726,27.3441156721674,2.81788212461397,82.8190033324063,9.2761138014961,34.1659004567191,1.00603365967982,82.9290948063135,16.2873997585848,40.0295507349074,14.4229672113433,45.97519925097,"true","07/01/1989","07/01/1989","07/31/1989",1.23740784358233,0.0144984501975123,4.14806774375029,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.23740784358233,1.23740784358233
"7","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.54174121376127,3.16747842542827,25.1310127554461,26.5009554103017,14.4944712910801,0.0363093677442521,"Cosine",917.532087070867,37.5484199030325,2195.09561453015,226.680477452464,2.46776429004967,5.05779154365882,0.467379128094763,3.64841270609759,4.57624010741711,7.87481307983398,2.414414860541,"true","true",6.95809526927769,0.738266141532455,9.2685370510444,82.0122960195246,5.95237921923399,76.5658360672514,19361.7676929246,27100.0478324515,0.135961721371859,4.92384653523401,0.135961721371859,1.43524550274014,45.1811698265374,2.85681550763547,55.4910903330892,5.82672344846651,138.662479247432,2.73642143076286,67.3945040814579,7.44232227231842,165.693842200562,1.49217058857903,97.2497763484716,23.2909318390302,36.976400597021,13.6816828679293,91.0406150249764,"true","07/01/1989","07/01/1989","07/31/1989",1.54322054819204,0.0118781141007785,5.72504565538839,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.54322054819204,1.54322054819204
"8","w93193-tempadj.dvf","01/01/1988","12/31/1990",1.86894704028964,2.1943099508062,49.7812523739412,79.6576081309468,12.5818819450215,0.954386863391846,"Exponential",302.711246768013,77.9129513772205,2292.23612267524,6132.02258211095,2.1218379791826,7.64351761899889,2.00436098035425,3.05715057067573,4.52149134827778,4.96419611852616,2.04398115864024,"true","true",6.81268673203886,0.932441111344611,7.11743024201132,64.2612898213007,4.05130008235574,26.728221525064,19298.0314514681,46963.3414014059,28.856733840378,6.40430222611968,28.856733840378,3.23947980813682,40.7143046380952,3.40872448962182,123.305376979988,2.7520539178513,105.622739426326,4.93209377890453,30.6098422035575,4.63404307153542,46.0372179560363,0.490839891834185,82.9152815416455,9.20623038476333,23.4792257128283,10.3273542532697,47.9541216045618,"true","07/01/1989","07/01/1989","07/31/1989",1.76240543974563,0.0147865432333201,1.31374711007811,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.76240543974563,1.76240543974563
"9","w93193-tempadj.dvf","01/01/1988","12/31/1990",2.9757586074993,3.93235115054995,40.3427161974832,30.1215900341049,8.08519194461405,0.595700229750946,"Exponential",116.991938557476,22.1420193091035,6537.08985997364,7985.33671030309,2.82452945224941,8.80003617377952,2.81694139819592,2.33247619355097,6.52821757830679,2.60808079969138,3.52996431174688,"true","true",6.34138827212155,0.596165133811766,8.04258991242386,51.4994940025969,3.66376380622387,83.7462577968587,42285.7959959806,66382.2903027935,9.06409052328672,9.76197614583443,9.06409052328672,2.14631855953485,51.195695460774,2.76923222886398,78.8333362201229,5.06389328883961,149.420729815029,3.25263806460425,72.9586512967944,8.8323165014619,62.6142033701763,1.08924516406842,82.5999019853771,11.8553650649264,15.081931758672,8.75416510924697,89.4274584623054,"true","07/01/1989","07/01/1989","07/31/1989",1.77250299649313,0.0187624335349537,3.13829947682098,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.77250299649313,1.77250299649313
"10","w93193-tempadj.dvf","01/01/1988","12/31/1990",4.56358666159213,4.5570807531476,72.4211298162118,66.0121525637805,4.03252053819597,0.554287011036649,"Exponential",542.117942823097,39.7308048559353,6577.82493922859,3161.80745509919,3.55680552683771,8.00152283161879,4.48229510802776,3.66969256079756,0.0131182791665196,4.62329555070028,3.82710172329098,"true","true",3.57915050163865,0.179311546596233,6.02971483953297,51.5064365937181,3.9737181160599,90.7010624162671,99503.5113331956,19358.2321452424,17.0239690639311,2.11815368285705,17.0239690639311,2.09470672812313,73.8092493964359,4.82799038104713,63.8773393817246,1.06229934515432,128.221311606467,4.06855784244835,51.6638350114226,4.37068009134382,87.8008014010265,2.34450062736869,44.0069046616554,28.2155186962336,41.5281120147556,6.5763631882146,37.7035458153114,"true","07/01/1989","07/01/1989","07/31/1989",1.09361787699163,0.0164031521799043,8.80522941728123,"07/01/1989","07/31/1989","07/01/1989","07/31/1989",1.09361787699163,1.09361787699163
